"nome_projeto";"cliente";"esfera_cliente";"numero_srm";"numero_ocs";"data_de_assinatura";"compartilhado";"link_projeto";"servico_contratado";"objeto";"valor_global_contrato_reais";"fim_vigencia";"consorcio";"cnpj_consorcio";"empresa";"cnpj_empresa";"lider_consorcio";"pp_consorcio"
"PORTO DE SANTOS";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400004550,0";"0195/2020";"2020-09-11";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip";"Serviço B";"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).";"7447905,55";"2023-09-10";"CONSORCIO DAGNL";"40.477.565/0001-89";"LOBO & DE RIZZO SOCIEDADE DE ADVOGADOS";"09.129.455/0001-86";"Não";"0,10460000000000001"
"PORTO DE SANTOS";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400004550,0";"0195/2020";"2020-09-11";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip";"Serviço B";"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).";"7447905,55";"2023-09-10";"CONSORCIO DAGNL";"40.477.565/0001-89";"NAVARRO PRADO, NEFUSSI MANDEL E SANTOS SILVA ADVOGADOS.";"15.300.532/0001-11";"Não";"0,1634"
"PORTO DE SANTOS";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400004550,0";"0195/2020";"2020-09-11";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip";"Serviço B";"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).";"7447905,55";"2023-09-10";"CONSORCIO DAGNL";"40.477.565/0001-89";"DTA ENGENHARIA LTDA";"02.385.674/0001-87";"Sim";"0,2893"
"PORTO DE SANTOS";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400004848,0";"0270/2021";"2021-12-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004848.zip";"Serviço A";"Serviço de avaliação econômico financeira independente (“Serviço A”) da companhia Santos Port Authority (“SPA”), no âmbito do Projeto de Desestatização do Porto Organizado de Santos.";"116813,99";"2023-12-09";"KROLL BRASIL LTDA.";"09.628.460/0001-33";"KROLL BRASIL LTDA.";"09.628.460/0001-33";"Não";"1,0"
"PORTO DE SANTOS";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400005133,0";"0194/2022";"2022-08-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005133.zip";"Auditoria";"Prestação de serviços de auditoria externa independente, abrangendo o acompanhamento e fiscalização do processo de desestatização da Autoridade Portuária de Santos S.A., doravante denominada SPA, até seu encerramento, nos termos do art. 18, inciso IV, da Lei 9491/97, do art. 22, § 2º, do Decreto 2594/98, e conforme especificações constantes do Termo de Referência e da proposta apresentada pelo contratado.";"87700,0";"2025-08-09";"RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S";"13.098.174/0001-80";"RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S";"13.098.174/0001-80";"Sim";"1,0"
"PORTO DE SANTOS";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400005921,0";"0157/2024";"2024-05-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005921.zip";"Serviço B";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração dos PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.";"4173975,78";"2026-05-09";"CONSORCIO EY/RHEIN  SCHIRATO MEIRELES/PLANAVE";"56.025.354/0001-45";"PLANAVE S A ESTUDOS E PROJETOS DE ENGENHARIA";"33.953.340/0001-96";"Não";"0,3848"
"PORTO DE SANTOS";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400005921,0";"0157/2024";"2024-05-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005921.zip";"Serviço B";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração dos PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.";"4173975,78";"2026-05-09";"CONSORCIO EY/RHEIN  SCHIRATO MEIRELES/PLANAVE";"56.025.354/0001-45";"RHEIN SCHIRATO, MEIRELES SOCIEDADE DE ADVOGADOS";"16.721.366/0001-90";"Não";"0,1151"
"PORTO DE SANTOS";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400005921,0";"0157/2024";"2024-05-10";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005921.zip";"Serviço B";"Execução dos SERVIÇOS TÉCNICOS, o que inclui a elaboração dos PRODUTOS e a prestação de SERVIÇOS ESPECIALIZADOS, necessários para apoiar o BNDES na estruturação do PROJETO, observado ainda o detalhamento constante das ESPECIFICAÇÕES TÉCNICAS, da PROPOSTA COMERCIAL, da MATRIZ DE RISCOS e da TABELA DE PRODUTOS e SERVIÇOS.";"4173975,78";"2026-05-09";"CONSORCIO EY/RHEIN  SCHIRATO MEIRELES/PLANAVE";"56.025.354/0001-45";"ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA";"59.527.788/0001-31";"Sim";"0,5001"
"PORTO DE SÃO SEBASTIÃO";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400004550,0";"0195/2020";"2020-09-11";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip";"Serviço B";"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).";"7447905,55";"2023-09-10";"CONSORCIO DAGNL";"40.477.565/0001-89";"ALVAREZ & MARSAL CONSULTORIA EM ENGENHARIA LTDA.";"28.092.933/0001-75";"Não";"0,3344"
"PORTO DE SÃO SEBASTIÃO";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400004550,0";"0195/2020";"2020-09-11";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip";"Serviço B";"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).";"7447905,55";"2023-09-10";"CONSORCIO DAGNL";"40.477.565/0001-89";"GARIN INFRAESTRUTURA ASSESSORIA E PARTICIPACOES LTDA";"32.857.795/0001-45";"Não";"0,10830000000000001"
"PORTO DE SÃO SEBASTIÃO";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400004550,0";"0195/2020";"2020-09-11";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip";"Serviço B";"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).";"7447905,55";"2023-09-10";"CONSORCIO DAGNL";"40.477.565/0001-89";"LOBO & DE RIZZO SOCIEDADE DE ADVOGADOS";"09.129.455/0001-86";"Não";"0,10460000000000001"
"PORTO DE SÃO SEBASTIÃO";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400004550,0";"0195/2020";"2020-09-11";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip";"Serviço B";"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).";"7447905,55";"2023-09-10";"CONSORCIO DAGNL";"40.477.565/0001-89";"NAVARRO PRADO, NEFUSSI MANDEL E SANTOS SILVA ADVOGADOS.";"15.300.532/0001-11";"Não";"0,1634"
"PORTO DE SÃO SEBASTIÃO";"MINISTERIO DA INFRAESTRUTURA";"Federal";"4400004550,0";"0195/2020";"2020-09-11";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004550.zip";"Serviço B";"RFP nº 01/2020 – AEP/DEP2 - BNDES: Prestação de serviços técnicos para a avaliação, estruturação e implementação de Projeto de participação da iniciativa privada para administração e exploração do Porto Organizado de Santos e do Porto Organizado de São Sebastião, considerando em seu escopo as possibilidades tanto de desinvestimento como de desestatização da Companhia Docas de São Paulo(CODESP).";"7447905,55";"2023-09-10";"CONSORCIO DAGNL";"40.477.565/0001-89";"DTA ENGENHARIA LTDA";"02.385.674/0001-87";"Sim";"0,2893"
"PRESÍDIOS RS";"ESTADO DO RIO GRANDE DO SUL";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"EGIS - ENGENHARIA E CONSULTORIA LTDA.";"44.239.135/0005-03";"Não";"0,1827"
"PRESÍDIOS RS";"ESTADO DO RIO GRANDE DO SUL";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"MACIEL ROCHA SOCIEDADE DE ADVOGADOS";"14.171.693/0001-90";"Não";"0,1094"
"PRESÍDIOS RS";"ESTADO DO RIO GRANDE DO SUL";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"PRICEWATERHOUSECOOPERS CORPORATE FINANCE & RECOVERY LTDA";"05.487.514/0001-37";"Não";"0,0447"
"PRESÍDIOS RS";"ESTADO DO RIO GRANDE DO SUL";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"TOZZINI,FREIRE,TEIXEIRA,E SILVA ADVOGADOS";"48.109.110/0001-12";"Não";"0,1094"
"PRESÍDIOS RS";"ESTADO DO RIO GRANDE DO SUL";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"TPF ENGENHARIA LTDA";"12.285.441/0001-66";"Não";"0,2412"
"PRESÍDIOS RS";"ESTADO DO RIO GRANDE DO SUL";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA";"03.552.499/0001-38";"Não";"0,0693"
"PRESÍDIOS RS";"ESTADO DO RIO GRANDE DO SUL";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"PRICEWATERHOUSECOOPERS SERVICOS PROFISSIONAIS LTDA.";"02.646.397/0001-19";"Sim";"0,2433"
"PRESÍDIOS SC";"ESTADO DE SANTA CATARINA";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"EGIS - ENGENHARIA E CONSULTORIA LTDA.";"44.239.135/0005-03";"Não";"0,1827"
"PRESÍDIOS SC";"ESTADO DE SANTA CATARINA";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"MACIEL ROCHA SOCIEDADE DE ADVOGADOS";"14.171.693/0001-90";"Não";"0,1094"
"PRESÍDIOS SC";"ESTADO DE SANTA CATARINA";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"PRICEWATERHOUSECOOPERS CORPORATE FINANCE & RECOVERY LTDA";"05.487.514/0001-37";"Não";"0,0447"
"PRESÍDIOS SC";"ESTADO DE SANTA CATARINA";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"TOZZINI,FREIRE,TEIXEIRA,E SILVA ADVOGADOS";"48.109.110/0001-12";"Não";"0,1094"
"PRESÍDIOS SC";"ESTADO DE SANTA CATARINA";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"TPF ENGENHARIA LTDA";"12.285.441/0001-66";"Não";"0,2412"
"PRESÍDIOS SC";"ESTADO DE SANTA CATARINA";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"URBAN SYSTEMS BRASIL ESTUDOS DE MERCADO LTDA";"03.552.499/0001-38";"Não";"0,0693"
"PRESÍDIOS SC";"ESTADO DE SANTA CATARINA";"Estadual";"4400004505,0";"0223/2020";"2020-11-19";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004505.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projetos de parceria público-privada, na modalidade concessão administrativa, para construção, equipagem, operação e manutenção de complexos penais nos estados do Rio Grande do Sul e de Santa Catarina, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico nº 13/2020 - BNDES) e da proposta apresentada pelo CONTRATADO.";"2532550,81";"2025-11-19";"CONSORCIO ESTRUTURACAO PPP PRISOES RS E SC";"40.477.660/0001-82";"PRICEWATERHOUSECOOPERS SERVICOS PROFISSIONAIS LTDA.";"02.646.397/0001-19";"Sim";"0,2433"
"REVIVE";"MINISTERIO DA FAZENDA";"Federal";"4400005050,0";"0124/2022";"2022-06-22";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005050.zip";"Serviço Único";"Elaboração de estudos técnicos e execução de serviços especializados necessários a execução estudos técnicos e execução de serviços especializados de estruturação dos Projetos-Piloto do Programa Revive, conforme especificações constantes do Projeto Básico e da proposta apresentada pelo contratado.";"2617580,11";"2027-01-31";"CONSORCIO REVIVE BRASIL";"48.441.241/0001-00";"AMARAL, PAES DE ANDRADE E FIGUEIREDO ADVOGADOS";"19.222.619/0001-79";"Não";"0,106"
"REVIVE";"MINISTERIO DA FAZENDA";"Federal";"4400005050,0";"0124/2022";"2022-06-22";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005050.zip";"Serviço Único";"Elaboração de estudos técnicos e execução de serviços especializados necessários a execução estudos técnicos e execução de serviços especializados de estruturação dos Projetos-Piloto do Programa Revive, conforme especificações constantes do Projeto Básico e da proposta apresentada pelo contratado.";"2617580,11";"2027-01-31";"CONSORCIO REVIVE BRASIL";"48.441.241/0001-00";"DAL POZZO ADVOGADOS";"01.546.213/0001-86";"Não";"0,106"
"REVIVE";"MINISTERIO DA FAZENDA";"Federal";"4400005050,0";"0124/2022";"2022-06-22";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005050.zip";"Serviço Único";"Elaboração de estudos técnicos e execução de serviços especializados necessários a execução estudos técnicos e execução de serviços especializados de estruturação dos Projetos-Piloto do Programa Revive, conforme especificações constantes do Projeto Básico e da proposta apresentada pelo contratado.";"2617580,11";"2027-01-31";"CONSORCIO REVIVE BRASIL";"48.441.241/0001-00";"FACCIO ARQUITETURA S/S LTDA";"00.286.988/0001-05";"Não";"0,35100000000000003"
"REVIVE";"MINISTERIO DA FAZENDA";"Federal";"4400005050,0";"0124/2022";"2022-06-22";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005050.zip";"Serviço Único";"Elaboração de estudos técnicos e execução de serviços especializados necessários a execução estudos técnicos e execução de serviços especializados de estruturação dos Projetos-Piloto do Programa Revive, conforme especificações constantes do Projeto Básico e da proposta apresentada pelo contratado.";"2617580,11";"2027-01-31";"CONSORCIO REVIVE BRASIL";"48.441.241/0001-00";"INTEGRA PROJETOS E CONSULTORIA EMPRESARIAL LTDA";"30.711.044/0001-90";"Sim";"0,43700000000000006"
"RIO DE JANEIRO - SANEAMENTO - BLOCO 3";"ESTADO DO RIO DE JANEIRO";"Estadual";"4400003006,0";"0004/2018";"2018-02-02";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003006.zip";"Serviço Único";"prestação de serviços técnicos especializados necessários à estruturação de projeto de desestatização dos serviços de água e esgoto prestados pela Companhia Estadual de Águas e Esgotos – CEDAE no Estado do Rio de Janeiro, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Exigências Técnicas Complementares (Anexo X do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Detalhamento de Produtos, Serviços e Prazos (Anexo XI do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I, VII, VIII e II deste Contrato.";"8940851,8";"2022-08-01";"CONSORCIO FATOR/CONCREMAT/VG&P - SANEAMENTO RIO DE JANEIRO";"29.320.659/0001-07";"CONCREMAT ENGENHARIA E TECNOLOGIA S/A";"33.146.648/0001-20";"Não";"0,52"
"RIO DE JANEIRO - SANEAMENTO - BLOCO 3";"ESTADO DO RIO DE JANEIRO";"Estadual";"4400003006,0";"0004/2018";"2018-02-02";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003006.zip";"Serviço Único";"prestação de serviços técnicos especializados necessários à estruturação de projeto de desestatização dos serviços de água e esgoto prestados pela Companhia Estadual de Águas e Esgotos – CEDAE no Estado do Rio de Janeiro, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Exigências Técnicas Complementares (Anexo X do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Detalhamento de Produtos, Serviços e Prazos (Anexo XI do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I, VII, VIII e II deste Contrato.";"8940851,8";"2022-08-01";"CONSORCIO FATOR/CONCREMAT/VG&P - SANEAMENTO RIO DE JANEIRO";"29.320.659/0001-07";"VERNALHA, PEREIRA ADVOGADOS";"04.000.948/0001-06";"Não";"0,18"
"RIO DE JANEIRO - SANEAMENTO - BLOCO 3";"ESTADO DO RIO DE JANEIRO";"Estadual";"4400003006,0";"0004/2018";"2018-02-02";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003006.zip";"Serviço Único";"prestação de serviços técnicos especializados necessários à estruturação de projeto de desestatização dos serviços de água e esgoto prestados pela Companhia Estadual de Águas e Esgotos – CEDAE no Estado do Rio de Janeiro, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Exigências Técnicas Complementares (Anexo X do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Detalhamento de Produtos, Serviços e Prazos (Anexo XI do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I, VII, VIII e II deste Contrato.";"8940851,8";"2022-08-01";"CONSORCIO FATOR/CONCREMAT/VG&P - SANEAMENTO RIO DE JANEIRO";"29.320.659/0001-07";"BANCO FATOR S/A";"33.644.196/0001-06";"Sim";"0,3"
"RIO DE JANEIRO - SANEAMENTO (BLOCOS 1, 2 e 4)";"ESTADO DO RIO DE JANEIRO";"Estadual";"4400003006,0";"0004/2018";"2018-02-02";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003006.zip";"Serviço Único";"prestação de serviços técnicos especializados necessários à estruturação de projeto de desestatização dos serviços de água e esgoto prestados pela Companhia Estadual de Águas e Esgotos – CEDAE no Estado do Rio de Janeiro, conforme especificações constantes do Termo de Referência (Anexo I do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Exigências Técnicas Complementares (Anexo X do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), Detalhamento de Produtos, Serviços e Prazos (Anexo XI do Edital do Pregão Eletrônico AARH nº 49/2017 - BNDES), e da proposta apresentada pelo CONTRATADO, respectivamente, Anexos I, VII, VIII e II deste Contrato.";"8940851,8";"2022-08-01";"CONSORCIO FATOR/CONCREMAT/VG&P - SANEAMENTO RIO DE JANEIRO";"29.320.659/0001-07";"CONCREMAT ENGENHARIA E TECNOLOGIA S/A";"33.146.648/0001-20";"Não";"0,52"
