nome_projeto;cliente;esfera_cliente;numero_srm;numero_ocs;data_de_assinatura;compartilhado;link_projeto;servico_contratado;objeto;valor_global_contrato_reais;fim_vigencia;consorcio;cnpj_consorcio;empresa;cnpj_empresa;lider_consorcio;pp_consorcio;valor_recebido_por_empresa
RODOVIAS FEDERAIS 6700KM - LOTE RS (1);MINISTERIO DA INFRAESTRUTURA;Federal;4400004551,0;0196/2020;2020-09-17;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004551.zip;Serviço Único;Contratação de serviços técnicos de apoio, avaliação, estruturação e implementação da desestatização de empreendimentos públicos federais rodoviários.;15983843,79;2026-09-30;CONSORCIO LOGIT-ATP-QUEIROZ MALUF-JGP;39.448.486/0001-60;QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS;19.433.220/0001-37;Não;0,0605;967022,5492949999
RODOVIAS FEDERAIS 6700KM - LOTE RS (1);MINISTERIO DA INFRAESTRUTURA;Federal;4400004551,0;0196/2020;2020-09-17;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004551.zip;Serviço Único;Contratação de serviços técnicos de apoio, avaliação, estruturação e implementação da desestatização de empreendimentos públicos federais rodoviários.;15983843,79;2026-09-30;CONSORCIO LOGIT-ATP-QUEIROZ MALUF-JGP;39.448.486/0001-60;LOGIT ENGENHARIA CONSULTIVA LTDA;05.093.144/0001-53;Sim;0,1842;2944224,026118
RODOVIAS FEDERAIS BA/PE - BR 324/116;MINISTERIO DA INFRAESTRUTURA;Federal;4400004576,0;0061/2021;2021-04-26;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004576.zip;Serviço Único;Concessão de 1.646,0 km de extensão de rodovias federais.;3500371,18;2026-04-25;CONSORCIO DYNATEST MANESCO;42.022.428/0001-85;MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.;66.865.965/0001-55;Não;0,12;420044,5416
RODOVIAS FEDERAIS BA/PE - BR 324/116;MINISTERIO DA INFRAESTRUTURA;Federal;4400004576,0;0061/2021;2021-04-26;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004576.zip;Serviço Único;Concessão de 1.646,0 km de extensão de rodovias federais.;3500371,18;2026-04-25;CONSORCIO DYNATEST MANESCO;42.022.428/0001-85;DYNATEST ENGENHARIA LTDA;32.116.154/0001-30;Sim;0,88;3080326,6384
RODOVIAS FEDERAIS MG - BR 116/251;MINISTERIO DA INFRAESTRUTURA;Federal;4400004576,0;0061/2021;2021-04-26;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004576.zip;Serviço Único;Concessão de 1.646,0 km de extensão de rodovias federais.;3500371,18;2026-04-25;CONSORCIO DYNATEST MANESCO;42.022.428/0001-85;MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.;66.865.965/0001-55;Não;0,12;420044,5416
RODOVIAS FEDERAIS MG - BR 116/251;MINISTERIO DA INFRAESTRUTURA;Federal;4400004576,0;0061/2021;2021-04-26;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004576.zip;Serviço Único;Concessão de 1.646,0 km de extensão de rodovias federais.;3500371,18;2026-04-25;CONSORCIO DYNATEST MANESCO;42.022.428/0001-85;DYNATEST ENGENHARIA LTDA;32.116.154/0001-30;Sim;0,88;3080326,6384
RODOVIAS GO - POLO GOIÂNIA;ESTADO DE GOIAS;Estadual;4400004670,0;0123/2021;2021-06-24;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004670.zip;Serviço Único;Consultoria para projeto de concessão de 1.141,46 km de extensão de rodovias estaduais de Goiás.;2859779,55;2026-06-23;CONSORCIO DYNATEST SYSTRA MANESCO - GOIAS;42.697.125/0001-62;MANESCO, RAMIRES, PEREZ, AZEVEDO MARQUES - SOCIEDADE DE ADVOGADOS.;66.865.965/0001-55;Não;0,12;343173,546
RODOVIAS GO - POLO GOIÂNIA;ESTADO DE GOIAS;Estadual;4400004670,0;0123/2021;2021-06-24;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004670.zip;Serviço Único;Consultoria para projeto de concessão de 1.141,46 km de extensão de rodovias estaduais de Goiás.;2859779,55;2026-06-23;CONSORCIO DYNATEST SYSTRA MANESCO - GOIAS;42.697.125/0001-62;SYSTRA ENGENHARIA E CONSULTORIA LTDA;52.635.422/0001-37;Não;0,0;0,0
RODOVIAS GO - POLO GOIÂNIA;ESTADO DE GOIAS;Estadual;4400004670,0;0123/2021;2021-06-24;Não;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004670.zip;Serviço Único;Consultoria para projeto de concessão de 1.141,46 km de extensão de rodovias estaduais de Goiás.;2859779,55;2026-06-23;CONSORCIO DYNATEST SYSTRA MANESCO - GOIAS;42.697.125/0001-62;DYNATEST ENGENHARIA LTDA;32.116.154/0001-30;Sim;0,88;2516606,0039999997
RODOVIAS MG - DEMAIS LOTES;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;COMTACTI COMPUTACAO GRAFICA LTDA.;58.925.496/0001-94;Não;0,0651;949359,886818
RODOVIAS MG - DEMAIS LOTES;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;FOTOTERRA SERVICOS AEREOS ESPECIALIZADOS E SENSORIAMENTO REMOTO LTDA;08.212.447/0001-36;Não;0,1146;1671223,395228
RODOVIAS MG - DEMAIS LOTES;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;JGP CONSULTORIA E PARTICIPACOES LTDA;69.282.879/0001-08;Não;0,1535;2238506,03113
RODOVIAS MG - DEMAIS LOTES;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS;19.433.220/0001-37;Não;0,06;874986,0708
RODOVIAS MG - DEMAIS LOTES;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;ROADRUNNER ENGENHARIA LTDA;04.120.489/0001-96;Não;0,0799;1165189,784282
RODOVIAS MG - DEMAIS LOTES;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;TAKNA SERVICOS DE ENGENHARIA CIVIL S/S;09.384.289/0001-64;Não;0,0287;418535,003866
RODOVIAS MG - DEMAIS LOTES;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;TRANZUM PLANEJAMENTO E CONSULTORIA DE TRANSITO S/S LTDA;03.969.700/0001-87;Não;0,1792;2613291,731456
RODOVIAS MG - DEMAIS LOTES;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;LOGIT ENGENHARIA CONSULTIVA LTDA;05.093.144/0001-53;Sim;0,319;4652009,27642
RODOVIAS MG - NOROESTE;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;COMTACTI COMPUTACAO GRAFICA LTDA.;58.925.496/0001-94;Não;0,0651;949359,886818
RODOVIAS MG - NOROESTE;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;FOTOTERRA SERVICOS AEREOS ESPECIALIZADOS E SENSORIAMENTO REMOTO LTDA;08.212.447/0001-36;Não;0,1146;1671223,395228
RODOVIAS MG - NOROESTE;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;JGP CONSULTORIA E PARTICIPACOES LTDA;69.282.879/0001-08;Não;0,1535;2238506,03113
RODOVIAS MG - NOROESTE;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS;19.433.220/0001-37;Não;0,06;874986,0708
RODOVIAS MG - NOROESTE;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;ROADRUNNER ENGENHARIA LTDA;04.120.489/0001-96;Não;0,0799;1165189,784282
RODOVIAS MG - NOROESTE;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;TAKNA SERVICOS DE ENGENHARIA CIVIL S/S;09.384.289/0001-64;Não;0,0287;418535,003866
RODOVIAS MG - NOROESTE;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;TRANZUM PLANEJAMENTO E CONSULTORIA DE TRANSITO S/S LTDA;03.969.700/0001-87;Não;0,1792;2613291,731456
RODOVIAS MG - NOROESTE;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;LOGIT ENGENHARIA CONSULTIVA LTDA;05.093.144/0001-53;Sim;0,319;4652009,27642
RODOVIAS MG - SUBSISTEMA 1 (2);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;JGP CONSULTORIA E PARTICIPACOES LTDA;69.282.879/0001-08;Não;0,0885;817325,58282
RODOVIAS MG - SUBSISTEMA 1 (2);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;LOGIT ENGENHARIA CONSULTIVA LTDA;05.093.144/0001-53;Não;0,15;1385297,598
RODOVIAS MG - SUBSISTEMA 1 (2);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS;19.433.220/0001-37;Não;0,0531;490395,349692
RODOVIAS MG - SUBSISTEMA 1 (2);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;ESTRATEGICA ENGENHARIA LTDA;35.467.604/0001-27;Sim;0,7084;6542298,789488001
RODOVIAS MG - SUBSISTEMA 2 (LOTE 3);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;JGP CONSULTORIA E PARTICIPACOES LTDA;69.282.879/0001-08;Não;0,0885;817325,58282
RODOVIAS MG - SUBSISTEMA 2 (LOTE 3);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;LOGIT ENGENHARIA CONSULTIVA LTDA;05.093.144/0001-53;Não;0,15;1385297,598
RODOVIAS MG - SUBSISTEMA 2 (LOTE 3);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS;19.433.220/0001-37;Não;0,0531;490395,349692
RODOVIAS MG - SUBSISTEMA 2 (LOTE 3);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;ESTRATEGICA ENGENHARIA LTDA;35.467.604/0001-27;Sim;0,7084;6542298,789488001
RODOVIAS MG - SUBSISTEMA 2 (LOTE 4);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;JGP CONSULTORIA E PARTICIPACOES LTDA;69.282.879/0001-08;Não;0,0885;817325,58282
RODOVIAS MG - SUBSISTEMA 2 (LOTE 4);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;LOGIT ENGENHARIA CONSULTIVA LTDA;05.093.144/0001-53;Não;0,15;1385297,598
RODOVIAS MG - SUBSISTEMA 2 (LOTE 4);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS;19.433.220/0001-37;Não;0,0531;490395,349692
RODOVIAS MG - SUBSISTEMA 2 (LOTE 4);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;ESTRATEGICA ENGENHARIA LTDA;35.467.604/0001-27;Sim;0,7084;6542298,789488001
RODOVIAS MG - SUBSISTEMA 3 (2);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;JGP CONSULTORIA E PARTICIPACOES LTDA;69.282.879/0001-08;Não;0,0885;817325,58282
RODOVIAS MG - SUBSISTEMA 3 (2);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;LOGIT ENGENHARIA CONSULTIVA LTDA;05.093.144/0001-53;Não;0,15;1385297,598
RODOVIAS MG - SUBSISTEMA 3 (2);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;QUEIROZ, MALUF SOCIEDADE DE ADVOGADOS;19.433.220/0001-37;Não;0,0531;490395,349692
RODOVIAS MG - SUBSISTEMA 3 (2);ESTADO DE MINAS GERAIS;Estadual;4400004366,0;0118/2020;2020-05-22;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004366.zip;Serviço Único;Contratação de serviços técnicos especializados necessários à desestatização do sistema rodoviário no Estado de Minas Gerais, de até 2.798,6 km de extensão.;9235317,32;2023-10-31;CONSORCIO ATP-LOGIT-QUEIROZMALUF-JGP;37.513.446/0001-20;ESTRATEGICA ENGENHARIA LTDA;35.467.604/0001-27;Sim;0,7084;6542298,789488001
RODOVIAS MG - VETOR NORTE;ESTADO DE MINAS GERAIS;Estadual;4400005736,0;0346/2023;2024-01-02;Sim;https://www.bndes.gov.br/arquivos/contratos-administrativos/4400005736.zip;Serviço Único;Prestação de serviços técnicos necessários para apoiar o BNDES na estruturação de projeto de desestatização destinado à transferência à iniciativa privada, por meio de CONCESSÃO RODOVIÁRIA, do SISTEMA RODOVIÁRIO do Estado de Minas Gerais descrito no ANEXO I – TERMO DE ESPECIFICAÇÕES TÉCNICAS.;14583101,18;2027-01-01;CONSORCIO LOGIT TRANZUM JGP FOTOTERRA ROADRUNNER COMTACTI QUEIROZ MALUF TAKNA;53.262.808/0001-03;COMTACTI COMPUTACAO GRAFICA LTDA.;58.925.496/0001-94;Não;0,0651;949359,886818
